Name,GP,G,A,TP,PPG,PIM,Period,Years,POS,firstYear,lastYear
Jason Woolley,718.0,68.0,246.0,314.0,0.43700000000000006,430.0,1991-2006,14.0,D,1991,2006
Tyler Ennis,613.0,133.0,180.0,313.0,0.511,202.0,2009-2021,12.0,LW/RW,2009,2021
Flash Hollett,562.0,132.0,181.0,313.0,0.557,358.0,1933-1946,13.0,D,1933,1946
Paul Ronty,488.0,101.0,211.0,312.0,0.639,103.0,1947-1955,8.0,C,1947,1955
John Chabot,508.0,84.0,228.0,312.0,0.614,85.0,1983-1991,8.0,C,1983,1991
Bill Collins,768.0,157.0,154.0,311.0,0.405,415.0,1967-1978,11.0,C,1967,1978
Rob Zamuner,798.0,139.0,172.0,311.0,0.39,467.0,1991-2004,13.0,LW,1991,2004
Ladislav Nagy,435.0,115.0,196.0,311.0,0.715,358.0,1999-2008,8.0,LW/RW,1999,2008
Johan Garpenlov,609.0,114.0,197.0,311.0,0.511,278.0,1990-2000,10.0,RW,1990,2000
Ron Hainsey,1132.0,59.0,252.0,311.0,0.275,443.0,2002-2020,17.0,D,2002,2020
Steve Tambellini,553.0,160.0,150.0,310.0,0.561,105.0,1978-1988,10.0,C,1978,1988
Dustin Penner,589.0,151.0,159.0,310.0,0.526,354.0,2005-2014,9.0,LW,2005,2014
Joe Corvo,708.0,92.0,218.0,310.0,0.43799999999999994,241.0,2002-2014,11.0,D,2002,2014
Herbie Lewis,483.0,148.0,161.0,309.0,0.64,248.0,1928-1939,11.0,LW,1928,1939
Rick Meagher,691.0,144.0,165.0,309.0,0.447,383.0,1979-1991,12.0,C,1979,1991
Ken Mosdell,693.0,141.0,168.0,309.0,0.446,475.0,1941-1959,16.0,C,1941,1959
Ryane Clowe,491.0,112.0,197.0,309.0,0.629,618.0,2005-2018,13.0,LW,2005,2018
Kelly Buchberger,1182.0,105.0,204.0,309.0,0.261,2297.0,1986-2004,18.0,RW,1986,2004
Trevor Daley,1058.0,89.0,220.0,309.0,0.292,648.0,2003-2020,16.0,D,2003,2020
Michal Rozsival,963.0,68.0,241.0,309.0,0.321,704.0,1999-2018,17.0,D,1999,2018
Sergei Brylin,765.0,129.0,179.0,308.0,0.40299999999999997,273.0,1994-2008,13.0,W/C,1994,2008
Adam Foote,1154.0,66.0,242.0,308.0,0.267,1534.0,1991-2011,19.0,D,1991,2011
Tobias Enstrom,719.0,54.0,254.0,308.0,0.428,422.0,2007-2018,11.0,D,2007,2018
Wayne Connelly,543.0,133.0,174.0,307.0,0.565,156.0,1960-1972,10.0,RW,1960,1972
Floyd Smith,616.0,129.0,178.0,307.0,0.498,207.0,1954-1972,13.0,C/RW,1954,1972
Teddy Purcell,571.0,101.0,206.0,307.0,0.5379999999999999,102.0,2007-2017,10.0,LW/RW,2007,2017
Jocelyn Guevremont,571.0,84.0,223.0,307.0,0.5379999999999999,319.0,1971-1980,9.0,D,1971,1980
Boris Mironov,716.0,76.0,231.0,307.0,0.429,891.0,1993-2004,11.0,D,1993,2004
Dallas Smith,890.0,55.0,252.0,307.0,0.345,959.0,1959-1978,16.0,D,1959,1978
Jonathan Cheechoo,501.0,170.0,135.0,305.0,0.609,324.0,2002-2010,7.0,RW,2002,2010
Chris Simon,782.0,144.0,161.0,305.0,0.39,1824.0,1992-2008,15.0,LW,1992,2008
Brent Gilchrist,792.0,135.0,170.0,305.0,0.385,400.0,1988-2003,15.0,LW,1988,2003
Clarke MacArthur,552.0,133.0,172.0,305.0,0.5529999999999999,343.0,2006-2020,14.0,LW,2006,2020
Claude Lapointe,879.0,127.0,178.0,305.0,0.34700000000000003,721.0,1990-2004,14.0,C,1990,2004
Dave Hannan,841.0,114.0,191.0,305.0,0.363,942.0,1981-1997,16.0,C,1981,1997
Nick Leddy,720.0,63.0,242.0,305.0,0.424,137.0,2010-2021,11.0,D,2010,2021
Bob Gould,697.0,145.0,159.0,304.0,0.436,572.0,1979-1990,11.0,RW,1979,1990
Joel Ward,726.0,133.0,171.0,304.0,0.419,261.0,2006-2018,11.0,RW,2006,2018
Charlie Burns,749.0,106.0,198.0,304.0,0.406,252.0,1958-1973,11.0,C,1958,1973
John Ferguson,500.0,145.0,158.0,303.0,0.606,1214.0,1963-1971,8.0,LW/RW,1963,1971
Erik Johnson,776.0,80.0,223.0,303.0,0.39,476.0,2007-2021,14.0,D,2007,2021
Bun Cook,473.0,158.0,144.0,302.0,0.638,444.0,1926-1937,11.0,LW,1926,1937
Wayne Presley,684.0,155.0,147.0,302.0,0.442,953.0,1984-1996,12.0,RW,1984,1996
Jack Johnson,937.0,70.0,232.0,302.0,0.322,521.0,2006-2021,15.0,D,2006,2021
Niklas Hagman,770.0,147.0,154.0,301.0,0.391,220.0,2001-2012,10.0,LW/RW,2001,2012
Andrew McBain,608.0,129.0,172.0,301.0,0.495,633.0,1983-1994,11.0,RW,1983,1994
Art Jackson,468.0,123.0,178.0,301.0,0.643,144.0,1934-1945,11.0,C,1934,1945
Cam Fowler,679.0,67.0,234.0,301.0,0.44299999999999995,185.0,2010-2021,11.0,D,2010,2021
Curtis Brown,736.0,129.0,171.0,300.0,0.408,398.0,1994-2008,13.0,C/LW,1994,2008
Matthew Barnaby,834.0,113.0,187.0,300.0,0.36,2562.0,1992-2007,14.0,LW,1992,2007
Sheldon Souray,758.0,109.0,191.0,300.0,0.396,1145.0,1997-2015,16.0,D,1997,2015
Lindy Ruff,691.0,105.0,195.0,300.0,0.434,1264.0,1979-1991,12.0,D,1979,1991
Philippe Boucher,748.0,94.0,206.0,300.0,0.401,702.0,1992-2009,16.0,D,1992,2009
Ryan McDonagh,662.0,63.0,236.0,299.0,0.452,274.0,2010-2021,11.0,D,2010,2021
Cecil Dillon,453.0,167.0,131.0,298.0,0.6579999999999999,105.0,1930-1940,10.0,RW,1930,1940
Sean Hill,876.0,62.0,236.0,298.0,0.34,1008.0,1990-2008,17.0,D,1990,2008
Pierre Plante,599.0,125.0,172.0,297.0,0.496,599.0,1971-1980,9.0,RW,1971,1980
Jan Hrdina,513.0,101.0,196.0,297.0,0.579,341.0,1998-2006,7.0,C,1998,2006
Hec Kilrea,633.0,167.0,129.0,296.0,0.46799999999999997,438.0,1925-1940,15.0,LW,1925,1940
Babe Siebert,592.0,140.0,156.0,296.0,0.5,982.0,1925-1939,14.0,LW,1925,1939
Kyle Brodziak,917.0,129.0,167.0,296.0,0.32299999999999995,462.0,2005-2020,15.0,C,2005,2020
Mikhail Grabovski,534.0,125.0,171.0,296.0,0.5539999999999999,312.0,2006-2018,12.0,C,2006,2018
Pierre-Alexandre Parenteau,491.0,114.0,182.0,296.0,0.603,342.0,2006-2017,9.0,RW,2006,2017
Brian Benning,568.0,63.0,233.0,296.0,0.521,963.0,1984-1995,11.0,D,1984,1995
Manny Malhotra,991.0,116.0,179.0,295.0,0.298,451.0,1998-2015,16.0,C,1998,2015
Gordie Drillon,311.0,155.0,139.0,294.0,0.945,56.0,1936-1943,7.0,RW,1936,1943
Lars Eller,754.0,132.0,162.0,294.0,0.39,460.0,2009-2021,12.0,C,2009,2021
Marian Stastny,322.0,121.0,173.0,294.0,0.9129999999999999,110.0,1981-1986,5.0,RW,1981,1986
Valeri Zelepukin,595.0,117.0,177.0,294.0,0.494,527.0,1991-2001,10.0,LW,1991,2001
Kyle Calder,590.0,114.0,180.0,294.0,0.498,309.0,1999-2010,10.0,LW,1999,2010
Bret Hedican,1039.0,55.0,239.0,294.0,0.28300000000000003,893.0,1991-2009,17.0,D,1991,2009
Alain Coté,696.0,103.0,190.0,293.0,0.42100000000000004,383.0,1979-1989,10.0,LW,1979,1989
Doug Halward,653.0,69.0,224.0,293.0,0.449,774.0,1975-1989,14.0,D,1975,1989
Chuck Lefley,407.0,128.0,164.0,292.0,0.7170000000000001,137.0,1970-1981,9.0,C,1970,1981
Babe Pratt,517.0,83.0,209.0,292.0,0.565,463.0,1935-1947,12.0,D/LW,1935,1947
Jakob Silfverberg,558.0,138.0,153.0,291.0,0.522,160.0,2011-2021,10.0,RW,2011,2021
Rich Preston,580.0,127.0,164.0,291.0,0.502,348.0,1979-1987,8.0,RW,1979,1987
Chris Kelly,845.0,123.0,168.0,291.0,0.344,417.0,2003-2018,14.0,C/LW,2003,2018
Nino Niederreiter,601.0,137.0,153.0,290.0,0.483,289.0,2010-2021,10.0,RW/LW,2010,2021
Grant Warwick,395.0,147.0,142.0,289.0,0.732,220.0,1941-1950,9.0,RW,1941,1950
Lou Angotti,653.0,103.0,186.0,289.0,0.44299999999999995,228.0,1964-1974,10.0,C,1964,1974
Darren McCarty,758.0,127.0,161.0,288.0,0.38,1477.0,1993-2009,15.0,RW,1993,2009
Brad May,1041.0,127.0,161.0,288.0,0.27699999999999997,2248.0,1991-2010,18.0,LW,1991,2010
Bob Sweeney,639.0,125.0,163.0,288.0,0.451,799.0,1986-1996,10.0,C,1986,1996
Steve Ott,848.0,109.0,179.0,288.0,0.34,1555.0,2002-2017,14.0,C/W,2002,2017
Francois Beauchemin,903.0,76.0,212.0,288.0,0.319,501.0,2002-2018,14.0,D,2002,2018
Chris Phillips,1179.0,71.0,217.0,288.0,0.244,756.0,1997-2016,18.0,D,1997,2016
Greg Smith,829.0,56.0,232.0,288.0,0.34700000000000003,1110.0,1975-1988,13.0,RW,1975,1988
Ethan Moreau,928.0,147.0,140.0,287.0,0.309,1110.0,1995-2012,16.0,LW,1995,2012
Per-Johan Axelsson,797.0,103.0,184.0,287.0,0.36,276.0,1997-2009,11.0,LW,1997,2009
Jean Potvin,613.0,63.0,224.0,287.0,0.46799999999999997,478.0,1970-1981,11.0,D,1970,1981
Sergei Berezin,502.0,160.0,126.0,286.0,0.57,54.0,1996-2003,7.0,LW,1996,2003
Colin Wilson,632.0,113.0,173.0,286.0,0.45299999999999996,138.0,2009-2020,11.0,LW/C,2009,2020
Chris Oddleifson,524.0,95.0,191.0,286.0,0.546,464.0,1972-1981,9.0,RW,1972,1981
Tyler Myers,703.0,80.0,206.0,286.0,0.40700000000000003,517.0,2009-2021,12.0,D,2009,2021
Rick Lanz,569.0,65.0,221.0,286.0,0.503,448.0,1980-1992,10.0,D,1980,1992
Scott Thornton,941.0,144.0,141.0,285.0,0.303,1459.0,1990-2008,17.0,LW,1990,2008
Scottie Upshall,759.0,138.0,147.0,285.0,0.375,615.0,2002-2018,15.0,LW/RW,2002,2018
Stew Gavin,768.0,130.0,155.0,285.0,0.371,584.0,1980-1993,13.0,RW,1980,1993
Garry Monahan,748.0,116.0,169.0,285.0,0.381,484.0,1967-1979,12.0,C,1967,1979
Norm Maciver,500.0,55.0,230.0,285.0,0.57,350.0,1986-1998,12.0,D,1986,1998
Jean-Guy Talbot,1056.0,43.0,242.0,285.0,0.27,1006.0,1954-1971,17.0,D,1954,1971
Grant Mulvey,586.0,149.0,135.0,284.0,0.485,816.0,1974-1984,10.0,RW,1974,1984
Ales Kotalik,542.0,136.0,148.0,284.0,0.524,348.0,2001-2011,9.0,RW/LW,2001,2011
Eddie Shore,550.0,105.0,179.0,284.0,0.516,1047.0,1926-1940,14.0,D,1926,1940
Kim Johnsson,739.0,67.0,217.0,284.0,0.384,406.0,1999-2010,10.0,D,1999,2010
Bill Quackenbush,774.0,62.0,222.0,284.0,0.36700000000000005,95.0,1942-1956,14.0,D,1942,1956
King Clancy,592.0,136.0,147.0,283.0,0.478,914.0,1921-1937,16.0,D,1921,1937
Stephen Leach,702.0,130.0,153.0,283.0,0.40299999999999997,976.0,1985-2000,15.0,RW,1985,2000
Matt Carle,730.0,45.0,238.0,283.0,0.38799999999999996,251.0,2005-2017,12.0,D,2005,2017
Nick Bonino,626.0,122.0,160.0,282.0,0.45,171.0,2009-2021,12.0,C,2009,2021
Dominic Moore,897.0,106.0,176.0,282.0,0.314,487.0,2003-2018,13.0,C,2003,2018
David Desharnais,524.0,87.0,195.0,282.0,0.5379999999999999,160.0,2009-2018,9.0,C/LW,2009,2018
Mike Zuke,455.0,86.0,196.0,282.0,0.62,220.0,1978-1986,8.0,C,1978,1986
Barry Gibbs,796.0,58.0,224.0,282.0,0.354,945.0,1967-1980,13.0,D,1967,1980
Joni Pitkanen,535.0,57.0,225.0,282.0,0.527,484.0,2003-2014,10.0,D,2003,2014
Jacques Laperriere,691.0,40.0,242.0,282.0,0.408,674.0,1962-1974,12.0,D,1962,1974
Hilliard Graves,556.0,118.0,163.0,281.0,0.505,209.0,1970-1980,9.0,RW,1970,1980
Uwe Krupp,729.0,69.0,212.0,281.0,0.385,660.0,1986-2003,17.0,D,1986,2003
Taylor Pyatt,859.0,140.0,140.0,280.0,0.326,430.0,2000-2014,13.0,LW,2000,2014
Eddie Wiseman,456.0,115.0,165.0,280.0,0.614,136.0,1932-1942,10.0,RW,1932,1942
Edgar Laprade,500.0,108.0,172.0,280.0,0.56,42.0,1945-1955,10.0,C,1945,1955
Andrei Nikolishin,628.0,93.0,187.0,280.0,0.446,270.0,1994-2004,10.0,LW,1994,2004
Jared Spurgeon,653.0,82.0,198.0,280.0,0.429,114.0,2010-2021,11.0,D,2010,2021
Darryl Sutter,406.0,161.0,118.0,279.0,0.687,288.0,1979-1987,8.0,LW,1979,1987
Vaclav Nedomansky,421.0,122.0,156.0,278.0,0.66,88.0,1977-1983,6.0,C,1977,1983
Glen Sharpley,389.0,117.0,161.0,278.0,0.715,199.0,1976-1982,6.0,C,1976,1982
Armand Guidolin,519.0,107.0,171.0,278.0,0.536,616.0,1942-1952,9.0,LW,1942,1952
Garnet Bailey,568.0,107.0,171.0,278.0,0.489,633.0,1968-1978,10.0,LW,1968,1978
Kevin Bieksa,808.0,63.0,215.0,278.0,0.344,1124.0,2005-2018,13.0,D,2005,2018
Bob Murdoch,757.0,60.0,218.0,278.0,0.36700000000000005,762.0,1970-1982,12.0,D,1970,1982
Larry Aurie,489.0,148.0,129.0,277.0,0.5660000000000001,289.0,1927-1939,12.0,RW,1927,1939
Brandon Sutter,727.0,143.0,134.0,277.0,0.381,147.0,2008-2021,13.0,C/RW,2008,2021
Mud Bruneteau,411.0,139.0,138.0,277.0,0.674,80.0,1935-1946,11.0,RW,1935,1946
Carl Liscombe,373.0,137.0,140.0,277.0,0.743,117.0,1937-1946,9.0,LW,1937,1946
Stéphan Lebeau,373.0,118.0,159.0,277.0,0.743,105.0,1988-1995,7.0,C,1988,1995
Michael Grabner,640.0,175.0,101.0,276.0,0.431,110.0,2009-2020,11.0,RW/LW,2009,2020
Doug Wickenheiser,556.0,111.0,165.0,276.0,0.496,286.0,1980-1990,10.0,C,1980,1990
Rob DiMaio,894.0,106.0,170.0,276.0,0.309,840.0,1988-2007,18.0,RW,1988,2007
Earl Seibert,645.0,89.0,187.0,276.0,0.428,746.0,1931-1946,15.0,D,1931,1946
Curtis Glencross,507.0,134.0,141.0,275.0,0.542,351.0,2006-2015,9.0,LW,2006,2015
Jim Peters,574.0,125.0,150.0,275.0,0.479,186.0,1945-1954,9.0,RW,1945,1954
Brian Noonan,629.0,116.0,159.0,275.0,0.43700000000000006,517.0,1987-1999,12.0,RW,1987,1999
John Marks,657.0,112.0,163.0,275.0,0.419,330.0,1972-1982,10.0,D,1972,1982
Erwin Chamberlain,510.0,100.0,175.0,275.0,0.539,769.0,1937-1949,12.0,C,1937,1949
Joe Cirella,828.0,64.0,211.0,275.0,0.332,1448.0,1981-1996,15.0,D,1981,1996
Jimmy Ward,527.0,147.0,127.0,274.0,0.52,455.0,1927-1939,12.0,RW,1927,1939
Gilles Hamel,519.0,127.0,147.0,274.0,0.528,276.0,1980-1989,9.0,RW,1980,1989
Nikolai Kulyomin,669.0,121.0,153.0,274.0,0.41,173.0,2008-2018,10.0,LW/RW,2008,2018
Dwight Foster,541.0,111.0,163.0,274.0,0.506,420.0,1977-1987,10.0,RW,1977,1987
Justin Faulk,628.0,90.0,184.0,274.0,0.436,297.0,2011-2021,10.0,D,2011,2021
Igor Kravchuk,699.0,64.0,210.0,274.0,0.392,251.0,1991-2003,12.0,D,1991,2003
James Wisniewski,552.0,53.0,221.0,274.0,0.496,459.0,2005-2016,11.0,D,2005,2016
Reg Noble,510.0,167.0,106.0,273.0,0.535,916.0,1917-1933,16.0,C,1917,1933
Ray Getliffe,393.0,136.0,137.0,273.0,0.695,250.0,1935-1945,10.0,LW,1935,1945
Gino Cavallini,593.0,114.0,159.0,273.0,0.46,507.0,1984-1993,9.0,LW,1984,1993
Don Sweeney,1115.0,52.0,221.0,273.0,0.245,681.0,1988-2004,16.0,D,1988,2004
Ernie Hicke,520.0,132.0,140.0,272.0,0.523,407.0,1970-1978,8.0,LW,1970,1978
Marcel Bonin,454.0,97.0,175.0,272.0,0.599,336.0,1952-1962,9.0,LW,1952,1962
Eric Brewer,1009.0,77.0,194.0,271.0,0.26899999999999996,792.0,1998-2015,16.0,D,1998,2015
Tom Bladon,610.0,73.0,197.0,270.0,0.44299999999999995,392.0,1972-1981,9.0,D,1972,1981
John Gould,504.0,131.0,138.0,269.0,0.534,113.0,1971-1980,9.0,LW,1971,1980
Dave Scatchard,659.0,128.0,141.0,269.0,0.408,1040.0,1997-2011,11.0,C,1997,2011
Shaun Van Allen,794.0,84.0,185.0,269.0,0.33899999999999997,481.0,1990-2004,13.0,C,1990,2004
Jake Gardiner,619.0,49.0,220.0,269.0,0.435,215.0,2011-2021,10.0,D,2011,2021
Léon Rochefort,617.0,121.0,147.0,268.0,0.434,93.0,1960-1976,15.0,RW,1960,1976
Garry Howatt,720.0,112.0,156.0,268.0,0.37200000000000005,1836.0,1972-1984,12.0,LW,1972,1984
Mike Allison,499.0,102.0,166.0,268.0,0.537,630.0,1980-1990,10.0,RW/LW,1980,1990
Billy Reay,479.0,105.0,162.0,267.0,0.557,202.0,1943-1953,10.0,C,1943,1953
Peter Ihnacak,417.0,102.0,165.0,267.0,0.64,175.0,1982-1990,8.0,C,1982,1990
Wojtek Wolski,451.0,99.0,168.0,267.0,0.5920000000000001,113.0,2005-2013,8.0,LW/RW,2005,2013
Billy Taylor,323.0,87.0,180.0,267.0,0.8270000000000001,120.0,1939-1948,7.0,C,1939,1948
Kenny Jonsson,686.0,63.0,204.0,267.0,0.389,298.0,1994-2004,10.0,D,1994,2004
Brian Lawton,483.0,112.0,154.0,266.0,0.551,401.0,1983-1993,9.0,LW,1983,1993
Carl Hagelin,604.0,101.0,165.0,266.0,0.44,254.0,2011-2021,10.0,LW,2011,2021
Marty Reasoner,798.0,97.0,169.0,266.0,0.33299999999999996,379.0,1998-2013,14.0,C,1998,2013
T.J. Brodie,634.0,48.0,218.0,266.0,0.42,194.0,2010-2021,11.0,D,2010,2021
Mikko Makela,423.0,118.0,147.0,265.0,0.626,139.0,1985-1995,7.0,RW,1985,1995
Neil Colville,464.0,99.0,166.0,265.0,0.5710000000000001,213.0,1935-1949,12.0,D,1935,1949
Stéphane Yelle,991.0,96.0,169.0,265.0,0.267,490.0,1995-2010,14.0,C,1995,2010
Bill White,604.0,50.0,215.0,265.0,0.439,495.0,1967-1976,9.0,D,1967,1976
Mikael Andersson,761.0,95.0,169.0,264.0,0.34700000000000003,144.0,1985-2000,15.0,W/C,1985,2000
Dan Girardi,927.0,56.0,208.0,264.0,0.285,315.0,2006-2019,13.0,D,2006,2019
Fyodor Tyutin,872.0,55.0,209.0,264.0,0.303,548.0,2003-2017,13.0,D,2003,2017
Tom Johnson,978.0,51.0,213.0,264.0,0.27,960.0,1947-1965,17.0,D,1947,1965
Buzz Boll,437.0,133.0,130.0,263.0,0.602,148.0,1932-1944,12.0,LW,1932,1944
Benoit Pouliot,625.0,130.0,133.0,263.0,0.42100000000000004,371.0,2006-2018,12.0,LW,2006,2018
Johnny Gagnon,454.0,120.0,141.0,263.0,0.579,295.0,1930-1940,10.0,RW,1930,1940
Jay Wells,1098.0,47.0,216.0,263.0,0.24,2359.0,1979-1997,18.0,D,1979,1997
Rick Green,845.0,43.0,220.0,263.0,0.311,588.0,1976-1992,15.0,D,1976,1992
Eddie Joyal,466.0,128.0,134.0,262.0,0.562,103.0,1962-1972,9.0,C,1962,1972
Josef Beranek,531.0,118.0,144.0,262.0,0.493,398.0,1991-2001,9.0,C,1991,2001
Jonas Hoglund,545.0,117.0,145.0,262.0,0.48100000000000004,112.0,1996-2003,7.0,RW,1996,2003
Matthew Lombardi,536.0,101.0,161.0,262.0,0.489,293.0,2003-2013,9.0,C,2003,2013
Benoit Brunet,539.0,101.0,161.0,262.0,0.486,229.0,1988-2002,13.0,LW,1988,2002
Dave Tippett,721.0,93.0,169.0,262.0,0.363,317.0,1983-1994,11.0,LW,1983,1994
Devin Setoguchi,516.0,131.0,130.0,261.0,0.506,177.0,2007-2017,9.0,RW,2007,2017
Jody Hull,831.0,124.0,137.0,261.0,0.314,156.0,1988-2004,16.0,RW,1988,2004
Nikolai Zherdev,421.0,115.0,146.0,261.0,0.62,225.0,2003-2011,6.0,LW/RW,2003,2011
Vernon Fiddler,877.0,104.0,157.0,261.0,0.298,558.0,2002-2017,14.0,C/LW,2002,2017
Peter Schaefer,572.0,99.0,162.0,261.0,0.456,200.0,1998-2011,9.0,LW,1998,2011
Anton Stralman,818.0,52.0,209.0,261.0,0.319,265.0,2007-2021,14.0,D,2007,2021
Pat Price,726.0,43.0,218.0,261.0,0.36,1456.0,1975-1988,13.0,D,1975,1988
Raffi Torres,635.0,137.0,123.0,260.0,0.409,497.0,2001-2015,13.0,LW,2001,2015
Kirk Maltby,1072.0,128.0,132.0,260.0,0.243,867.0,1993-2010,16.0,LW,1993,2010
Bobby Bauer,327.0,123.0,137.0,260.0,0.795,36.0,1936-1952,9.0,RW,1936,1952
Wes Walz,607.0,109.0,151.0,260.0,0.428,343.0,1989-2008,13.0,C,1989,2008
"Bryan Hextall, Jr.",549.0,99.0,161.0,260.0,0.474,738.0,1962-1976,8.0,C,1962,1976
Dmitri Mironov,556.0,54.0,206.0,260.0,0.46799999999999997,568.0,1991-2001,10.0,D,1991,2001
Ryan Whitney,481.0,50.0,209.0,259.0,0.5379999999999999,383.0,2005-2014,9.0,D,2005,2014
Pat Hughes,573.0,130.0,128.0,258.0,0.45,646.0,1977-1987,10.0,RW,1977,1987
Ed Johnstone,426.0,122.0,136.0,258.0,0.606,375.0,1975-1987,10.0,RW,1975,1987
Keith Jones,491.0,117.0,141.0,258.0,0.525,765.0,1992-2001,9.0,RW,1992,2001
Paul MacDermid,690.0,116.0,142.0,258.0,0.374,1303.0,1981-1995,14.0,RW,1981,1995
Sergejs Zoltoks,588.0,111.0,147.0,258.0,0.439,166.0,1992-2004,10.0,C,1992,2004
Dean Talafous,497.0,104.0,154.0,258.0,0.519,163.0,1974-1982,8.0,RW/C,1974,1982
Dave Lumley,437.0,98.0,160.0,258.0,0.59,680.0,1978-1987,9.0,RW,1978,1987
Kevin McCarthy,537.0,67.0,191.0,258.0,0.48,527.0,1977-1987,10.0,D,1977,1987
Stéphane Robidas,937.0,57.0,201.0,258.0,0.275,713.0,1999-2017,17.0,D,1999,2017
Jannik Hansen,626.0,109.0,147.0,256.0,0.409,282.0,2006-2018,12.0,RW/LW,2006,2018
Mike Hough,707.0,100.0,156.0,256.0,0.36200000000000004,675.0,1984-1999,14.0,LW,1984,1999
Garry Valk,777.0,100.0,156.0,256.0,0.32899999999999996,747.0,1990-2003,13.0,LW/RW,1990,2003
Randy Robitaille,531.0,84.0,172.0,256.0,0.48200000000000004,201.0,1996-2008,11.0,C,1996,2008
Randy Manery,582.0,50.0,206.0,256.0,0.44,415.0,1970-1980,10.0,D,1970,1980
Terry Harper,1066.0,35.0,221.0,256.0,0.24,1362.0,1962-1981,19.0,D,1962,1981
Jason Zucker,471.0,138.0,117.0,255.0,0.541,173.0,2011-2021,10.0,LW/RW,2011,2021
Jim Schoenfeld,719.0,51.0,204.0,255.0,0.355,1132.0,1972-1985,13.0,D,1972,1985
Tommy Albelin,956.0,44.0,211.0,255.0,0.267,417.0,1987-2006,18.0,D,1987,2006
Bob Davidson,491.0,94.0,160.0,254.0,0.517,398.0,1934-1946,12.0,LW,1934,1946
Dan Daoust,522.0,87.0,167.0,254.0,0.48700000000000004,544.0,1982-1990,8.0,C,1982,1990
Ted Green,620.0,48.0,206.0,254.0,0.41,1029.0,1960-1972,11.0,D,1960,1972
Don Saleski,543.0,128.0,125.0,253.0,0.466,629.0,1971-1980,9.0,RW,1971,1980
Tommy Williams,397.0,115.0,138.0,253.0,0.637,73.0,1971-1979,8.0,LW,1971,1979
Doug Smith,535.0,115.0,138.0,253.0,0.473,624.0,1981-1990,9.0,C,1981,1990
Jeff Petry,680.0,69.0,184.0,253.0,0.37200000000000005,269.0,2010-2021,11.0,D,2010,2021
Paul Mara,734.0,64.0,189.0,253.0,0.345,776.0,1998-2011,12.0,D,1998,2011
Justin Abdelkader,739.0,106.0,146.0,252.0,0.341,608.0,2007-2020,13.0,LW/RW,2007,2020
Marty Pavelich,634.0,93.0,159.0,252.0,0.397,454.0,1947-1957,10.0,LW,1947,1957
Ryan Ellis,527.0,70.0,182.0,252.0,0.478,179.0,2011-2021,10.0,D,2011,2021
Jake Muzzin,579.0,62.0,190.0,252.0,0.435,352.0,2010-2021,10.0,D,2010,2021
Lyle Odelein,1056.0,50.0,202.0,252.0,0.239,2316.0,1989-2006,16.0,D,1989,2006
Mason Raymond,546.0,115.0,136.0,251.0,0.46,156.0,2007-2017,10.0,LW/RW,2007,2017
Ed Sandford,502.0,106.0,145.0,251.0,0.5,355.0,1947-1956,9.0,LW,1947,1956
Daniel Winnik,798.0,82.0,169.0,251.0,0.315,367.0,2007-2018,11.0,W/C,2007,2018
Dennis Seidenberg,859.0,44.0,207.0,251.0,0.292,359.0,2002-2019,16.0,D,2002,2019
Nick Metz,518.0,131.0,119.0,250.0,0.483,149.0,1934-1948,12.0,LW,1934,1948
Chris Neil,1026.0,112.0,138.0,250.0,0.244,2522.0,2001-2017,15.0,RW,2001,2017
Andreas Dackell,613.0,91.0,159.0,250.0,0.408,162.0,1996-2004,8.0,LW,1996,2004
Darrin Shannon,506.0,87.0,163.0,250.0,0.494,344.0,1988-1998,10.0,LW,1988,1998
Bill Houlder,846.0,59.0,191.0,250.0,0.29600000000000004,412.0,1987-2003,16.0,D,1987,2003
Jean-Jacques Daigneault,898.0,53.0,197.0,250.0,0.278,667.0,1984-2001,16.0,D,1984,2001
Jaroslav Modry,725.0,49.0,201.0,250.0,0.345,510.0,1993-2008,13.0,D,1993,2008
David Volek,396.0,95.0,154.0,249.0,0.629,201.0,1988-1994,6.0,LW,1988,1994
Jiri Slegr,622.0,56.0,193.0,249.0,0.4,838.0,1992-2006,11.0,D,1992,2006
Andy Greene,933.0,49.0,200.0,249.0,0.267,261.0,2006-2020,14.0,D,2006,2020
Babe Dye,271.0,201.0,47.0,248.0,0.915,221.0,1919-1931,11.0,RW,1919,1931
Derek Plante,450.0,96.0,152.0,248.0,0.551,140.0,1993-2001,8.0,C,1993,2001
Sean Avery,580.0,90.0,157.0,247.0,0.426,1533.0,2001-2012,10.0,LW,2001,2012
John Sorrell,490.0,127.0,119.0,246.0,0.502,100.0,1930-1941,11.0,LW,1930,1941
Baldy Northcott,446.0,133.0,112.0,245.0,0.5489999999999999,273.0,1928-1939,11.0,D/LW,1928,1939
Peter John Lee,431.0,114.0,131.0,245.0,0.568,257.0,1977-1983,6.0,LW,1977,1983
Tie Domi,1020.0,104.0,141.0,245.0,0.24,3515.0,1989-2006,16.0,RW,1989,2006
Jan Bulis,552.0,96.0,149.0,245.0,0.444,268.0,1997-2007,9.0,C/LW,1997,2007
Tyler Arnason,486.0,88.0,157.0,245.0,0.504,140.0,2001-2009,7.0,C,2001,2009
Earl Reibel,409.0,84.0,161.0,245.0,0.599,75.0,1953-1959,6.0,C,1953,1959
