Name,GP,G,A,TP,PPG,PIM,Period,Years,POS
Jed Ortmeyer,345.0,22.0,31.0,53.0,0.154,161.0,2003-2012,8.0,RW
Claude Vilgrain,89.0,21.0,32.0,53.0,0.596,78.0,1987-1994,5.0,C
Josef Marha,159.0,21.0,32.0,53.0,0.33299999999999996,32.0,1995-2001,6.0,C/D
David Roberts,125.0,20.0,33.0,53.0,0.424,85.0,1993-1998,5.0,LW
Jordan Greenway,154.0,20.0,33.0,53.0,0.344,83.0,2017-2021,4.0,LW/RW
Joey Crabb,179.0,20.0,33.0,53.0,0.29600000000000004,100.0,2008-2014,5.0,RW
Kelly Chase,458.0,17.0,36.0,53.0,0.11599999999999999,2017.0,1989-2000,11.0,RW
Bryan Muir,279.0,16.0,37.0,53.0,0.19,281.0,1995-2007,11.0,D
Stanislav Neckar,510.0,12.0,41.0,53.0,0.10400000000000001,316.0,1994-2004,10.0,D
Bill Moe,261.0,11.0,42.0,53.0,0.203,163.0,1944-1949,5.0,D
Mike Weber,351.0,9.0,44.0,53.0,0.151,437.0,2007-2016,8.0,D
Mike Reilly,204.0,8.0,45.0,53.0,0.26,76.0,2015-2021,6.0,D
Derek Forbort,275.0,6.0,47.0,53.0,0.193,176.0,2015-2021,6.0,D
Harry Mummery,106.0,33.0,19.0,52.0,0.491,226.0,1917-1923,6.0,D
Earl Balfour,288.0,30.0,22.0,52.0,0.18100000000000002,78.0,1951-1961,7.0,LW
Dick Irvin,94.0,29.0,23.0,52.0,0.5529999999999999,78.0,1926-1929,3.0,C
Dave Debol,92.0,26.0,26.0,52.0,0.565,4.0,1979-1981,2.0,C
Fred Thurier,80.0,25.0,27.0,52.0,0.65,18.0,1940-1945,3.0,C
Earl Roche,147.0,25.0,27.0,52.0,0.354,48.0,1930-1935,4.0,RW
Rene Trudell,129.0,24.0,28.0,52.0,0.40299999999999997,72.0,1945-1948,3.0,F
Jordan Nolan,375.0,24.0,28.0,52.0,0.139,347.0,2011-2019,8.0,C/W
Luke Kunin,131.0,23.0,29.0,52.0,0.397,95.0,2017-2020,3.0,C/RW
Jerry Shannon,180.0,23.0,29.0,52.0,0.289,80.0,1933-1938,5.0,LW
Daryl Evans,113.0,22.0,30.0,52.0,0.46,25.0,1981-1987,6.0,LW
Petr Tenkrat,177.0,22.0,30.0,52.0,0.294,84.0,2000-2007,3.0,RW/LW
Tomas Jurco,213.0,22.0,30.0,52.0,0.244,64.0,2013-2021,7.0,LW/RW
Ed Gilbert,166.0,21.0,31.0,52.0,0.313,22.0,1974-1977,3.0,C
Jujhar Khaira,218.0,21.0,31.0,52.0,0.239,143.0,2015-2021,6.0,LW/C
Daniel Geoffrion,111.0,20.0,32.0,52.0,0.46799999999999997,99.0,1979-1982,3.0,RW
Trevor Powis,130.0,19.0,33.0,52.0,0.4,25.0,1973-1975,2.0,C
Ryan Carpenter,201.0,19.0,33.0,52.0,0.259,51.0,2015-2021,6.0,C/RW
John Wright,127.0,16.0,36.0,52.0,0.409,67.0,1972-1975,3.0,C
Mike Kennedy,145.0,16.0,36.0,52.0,0.359,112.0,1994-1999,5.0,C
Doug Barrie,158.0,10.0,42.0,52.0,0.32899999999999996,268.0,1968-1972,3.0,D
Adam Pardy,342.0,4.0,48.0,52.0,0.152,269.0,2008-2017,9.0,D
Ed Harrison,194.0,27.0,24.0,51.0,0.263,53.0,1947-1951,4.0,C
Doug Rombough,150.0,24.0,27.0,51.0,0.34,80.0,1972-1976,4.0,C
Jock Callander,109.0,22.0,29.0,51.0,0.46799999999999997,116.0,1987-1993,5.0,C
Jiri Novotny,189.0,20.0,31.0,51.0,0.27,66.0,2005-2009,4.0,C
Scott Wilson,193.0,20.0,31.0,51.0,0.264,58.0,2014-2020,6.0,LW
Carter Rowney,204.0,20.0,31.0,51.0,0.25,34.0,2016-2021,5.0,C/RW
Art Stratton,95.0,18.0,33.0,51.0,0.537,24.0,1959-1968,4.0,C
Harold Jackson,219.0,17.0,34.0,51.0,0.233,208.0,1936-1947,8.0,D
Per Svartvadet,247.0,17.0,34.0,51.0,0.20600000000000002,58.0,1999-2003,4.0,C
Andreas Karlsson,264.0,16.0,35.0,51.0,0.193,72.0,1999-2008,5.0,C
Mark Borowiecki,375.0,15.0,36.0,51.0,0.136,647.0,2011-2021,10.0,D
Brandon Carlo,297.0,12.0,39.0,51.0,0.172,184.0,2016-2021,5.0,D
Peter Andersson,172.0,10.0,41.0,51.0,0.297,81.0,1983-1986,3.0,D
Marc Reaume,344.0,8.0,43.0,51.0,0.14800000000000002,273.0,1954-1971,9.0,D
Marcus Pettersson,175.0,5.0,46.0,51.0,0.29100000000000004,107.0,2017-2021,4.0,D
Billy Stuart,195.0,30.0,20.0,50.0,0.256,151.0,1920-1927,7.0,D
Brad Chartrand,215.0,25.0,25.0,50.0,0.233,122.0,1999-2004,5.0,RW
Pierre Aubry,202.0,24.0,26.0,50.0,0.248,133.0,1980-1985,5.0,LW
Lasse Pirjeta,146.0,23.0,27.0,50.0,0.342,50.0,2002-2006,3.0,C
Chris Conner,180.0,22.0,28.0,50.0,0.278,38.0,2006-2015,9.0,RW/LW
Marc Crawford,176.0,19.0,31.0,50.0,0.284,229.0,1981-1987,6.0,LW
Morris Mott,199.0,18.0,32.0,50.0,0.251,49.0,1972-1975,3.0,RW
Rick Bragnalo,145.0,15.0,35.0,50.0,0.345,46.0,1975-1979,4.0,C
Ken Leiter,143.0,14.0,36.0,50.0,0.35,62.0,1984-1990,5.0,D
Cale Makar,57.0,12.0,38.0,50.0,0.877,12.0,2018-2021,3.0,D
Irv Spencer,230.0,12.0,38.0,50.0,0.217,127.0,1959-1968,8.0,D
Walt Buswell,368.0,10.0,40.0,50.0,0.136,164.0,1932-1940,8.0,D
Garnet Exelby,408.0,7.0,43.0,50.0,0.12300000000000001,584.0,2002-2010,7.0,D
Alex Petrovic,263.0,5.0,45.0,50.0,0.19,360.0,2012-2019,7.0,D
Duke Keats,82.0,30.0,19.0,49.0,0.598,113.0,1926-1929,3.0,C
Eddie Burke,106.0,29.0,20.0,49.0,0.462,55.0,1931-1935,4.0,RW
Filip Chytil,144.0,26.0,23.0,49.0,0.34,22.0,2017-2021,4.0,C
George McPhee,115.0,24.0,25.0,49.0,0.426,257.0,1982-1989,7.0,F
Ed Ward,278.0,23.0,26.0,49.0,0.17600000000000002,354.0,1993-2001,8.0,RW
Ryan Potulny,126.0,22.0,27.0,49.0,0.389,54.0,2005-2011,6.0,C
Jim Moxey,127.0,22.0,27.0,49.0,0.386,59.0,1974-1977,3.0,F
Al Johnson,105.0,21.0,28.0,49.0,0.467,30.0,1956-1963,4.0,RW
Matt Ellis,356.0,21.0,28.0,49.0,0.138,91.0,2006-2015,9.0,LW
Bobby Butler,130.0,20.0,29.0,49.0,0.377,28.0,2009-2014,5.0,RW
Yevgeni Artyukhin,199.0,19.0,30.0,49.0,0.24600000000000002,313.0,2005-2010,3.0,RW/LW
Chris Tancill,134.0,17.0,32.0,49.0,0.366,54.0,1990-1998,8.0,C
Jon Morris,103.0,16.0,33.0,49.0,0.47600000000000003,47.0,1988-1994,6.0,C
Cal O'Reilly,145.0,16.0,33.0,49.0,0.33799999999999997,14.0,2008-2018,7.0,C
Lance Pitlick,393.0,16.0,33.0,49.0,0.125,298.0,1994-2002,8.0,D
Jeff Sharples,105.0,14.0,35.0,49.0,0.467,70.0,1986-1989,3.0,D
Warren Williams,108.0,14.0,35.0,49.0,0.45399999999999996,131.0,1973-1976,3.0,RW
Dunc McCallum,187.0,14.0,35.0,49.0,0.262,230.0,1965-1971,5.0,D
Wayne McBean,211.0,10.0,39.0,49.0,0.23199999999999998,168.0,1987-1994,6.0,D
Alexander Godynyuk,223.0,10.0,39.0,49.0,0.22,224.0,1990-1997,7.0,D
Dave Richter,365.0,9.0,40.0,49.0,0.134,1030.0,1981-1990,9.0,D
Raphael Diaz,201.0,8.0,41.0,49.0,0.244,62.0,2011-2016,5.0,D
Josef Melichar,349.0,7.0,42.0,49.0,0.14,300.0,2000-2009,7.0,D
Rob Valicevic,193.0,28.0,20.0,48.0,0.249,61.0,1998-2004,6.0,RW
Warren Foegele,147.0,25.0,23.0,48.0,0.327,54.0,2017-2020,3.0,LW/RW
Claude St-Sauveur,79.0,24.0,24.0,48.0,0.608,23.0,1975-1976,1.0,LW/C
Mike Marson,196.0,24.0,24.0,48.0,0.245,233.0,1974-1980,6.0,LW
Tomas Nosek,219.0,24.0,24.0,48.0,0.21899999999999997,56.0,2015-2021,6.0,C/LW
Andrei Loktionov,155.0,22.0,26.0,48.0,0.31,22.0,2009-2014,5.0,C
Tim Brent,207.0,21.0,27.0,48.0,0.23199999999999998,76.0,2006-2013,7.0,C
Norm Calladine,63.0,19.0,29.0,48.0,0.762,8.0,1942-1945,3.0,C
Brad Larsen,294.0,19.0,29.0,48.0,0.163,134.0,1997-2008,8.0,LW
Milan Novy,73.0,18.0,30.0,48.0,0.6579999999999999,16.0,1982-1983,1.0,C
Jason Dickinson,170.0,18.0,30.0,48.0,0.282,46.0,2015-2021,6.0,C/LW
Chris VandeVelde,278.0,18.0,30.0,48.0,0.17300000000000001,95.0,2010-2017,7.0,C/LW
Andrej Nestrasil,128.0,17.0,31.0,48.0,0.375,18.0,2014-2017,3.0,RW/C
Keith Aucoin,145.0,17.0,31.0,48.0,0.331,24.0,2005-2014,9.0,C/RW
Brandon Manning,255.0,14.0,34.0,48.0,0.188,254.0,2011-2020,8.0,D
Jiri Latal,92.0,12.0,36.0,48.0,0.522,24.0,1989-1992,3.0,D
Andre Benoit,181.0,11.0,37.0,48.0,0.265,60.0,2010-2016,5.0,D
Todd Reirden,183.0,11.0,35.0,48.0,0.262,181.0,1998-2004,5.0,D
Matt Gilroy,225.0,11.0,37.0,48.0,0.213,67.0,2009-2014,5.0,D
Hans Jonsson,242.0,10.0,38.0,48.0,0.198,92.0,1999-2003,4.0,D
Jean-Guy Lagace,197.0,9.0,39.0,48.0,0.244,251.0,1968-1976,6.0,D
Tommy Sjodin,106.0,8.0,40.0,48.0,0.45299999999999996,52.0,1992-1994,2.0,D
Derrick Pouliot,202.0,8.0,40.0,48.0,0.23800000000000002,81.0,2014-2020,6.0,D
Matt Bartkowski,255.0,8.0,40.0,48.0,0.188,157.0,2010-2020,10.0,D
Clayton Stoner,360.0,7.0,41.0,48.0,0.133,459.0,2009-2018,9.0,D
Patrik Nemeth,314.0,5.0,43.0,48.0,0.153,162.0,2013-2021,8.0,D
Sonny Milano,125.0,22.0,25.0,47.0,0.376,36.0,2015-2021,6.0,LW/RW
Des Smith,196.0,22.0,25.0,47.0,0.24,236.0,1937-1942,5.0,D
Jeff Nielsen,252.0,20.0,27.0,47.0,0.187,70.0,1996-2001,5.0,RW
Jimmy Fowler,135.0,18.0,29.0,47.0,0.348,39.0,1936-1939,3.0,D
Ken Hammond,193.0,18.0,29.0,47.0,0.244,290.0,1984-1993,8.0,D
Jim Jackson,112.0,17.0,30.0,47.0,0.42,20.0,1982-1988,4.0,LW/D
Connor Carrick,230.0,12.0,35.0,47.0,0.204,152.0,2013-2021,7.0,D
Jack McIlhargey,393.0,11.0,36.0,47.0,0.12,1102.0,1974-1982,8.0,D
Nate Prosser,354.0,10.0,37.0,47.0,0.133,231.0,2009-2019,10.0,D
Nolan Baumgartner,142.0,7.0,40.0,47.0,0.331,67.0,1995-2010,10.0,D
Brad Selwood,163.0,7.0,40.0,47.0,0.28800000000000003,153.0,1970-1980,3.0,D
Christian Laflamme,324.0,2.0,45.0,47.0,0.145,282.0,1996-2004,8.0,D
Dominik Kubalik,68.0,30.0,16.0,46.0,0.6759999999999999,16.0,2019-2021,2.0,LW/RW
Howie Glover,144.0,29.0,17.0,46.0,0.319,101.0,1958-1969,5.0,RW
Dunc Munro,239.0,28.0,18.0,46.0,0.192,172.0,1924-1932,8.0,D/LW
Iain Fraser,94.0,23.0,23.0,46.0,0.489,31.0,1992-1997,5.0,C
Jean-Pierre Vigier,213.0,23.0,23.0,46.0,0.21600000000000003,97.0,2000-2007,6.0,RW
Fernand Majeau,56.0,22.0,24.0,46.0,0.821,43.0,1943-1945,2.0,C
Victor Olofsson,60.0,22.0,24.0,46.0,0.767,8.0,2018-2020,2.0,LW/RW
Ron Chipperfield,83.0,22.0,24.0,46.0,0.5539999999999999,34.0,1979-1981,2.0,C
Emerson Etem,173.0,22.0,24.0,46.0,0.266,30.0,2012-2017,5.0,RW/LW
Jeff Taffe,180.0,21.0,25.0,46.0,0.256,40.0,2002-2012,9.0,C
Mark Rycroft,226.0,21.0,25.0,46.0,0.204,113.0,2001-2007,4.0,RW
Steve Martins,267.0,21.0,25.0,46.0,0.172,142.0,1995-2006,10.0,C
Colin McDonald,148.0,20.0,26.0,46.0,0.311,73.0,2009-2017,7.0,RW
Nikolay Goldobin,125.0,19.0,27.0,46.0,0.368,24.0,2015-2020,5.0,RW/LW
Peter Worrell,391.0,19.0,27.0,46.0,0.11800000000000001,1554.0,1997-2004,7.0,LW
Don Morrison,112.0,18.0,28.0,46.0,0.41100000000000003,12.0,1947-1951,3.0,C
Patrick Rissmiller,192.0,18.0,28.0,46.0,0.24,60.0,2003-2011,6.0,LW/RW
Alfie Turcotte,112.0,17.0,29.0,46.0,0.41100000000000003,49.0,1983-1991,7.0,C
Mika Alatalo,152.0,17.0,29.0,46.0,0.303,58.0,1999-2001,2.0,LW/RW
Mick Vukota,573.0,17.0,29.0,46.0,0.08,2071.0,1987-1998,11.0,RW
David Kampf,179.0,16.0,30.0,46.0,0.257,34.0,2017-2021,4.0,C/RW
Duke Dukowski,200.0,16.0,30.0,46.0,0.23,172.0,1926-1934,5.0,D
Ron Huston,79.0,15.0,31.0,46.0,0.5820000000000001,8.0,1973-1975,2.0,C
Devon Toews,116.0,11.0,35.0,46.0,0.397,20.0,2018-2020,2.0,D
Dan Keczmer,235.0,8.0,38.0,46.0,0.196,212.0,1990-2000,10.0,D
John Miszuk,237.0,7.0,39.0,46.0,0.19399999999999998,232.0,1963-1970,6.0,D
Leif Svensson,121.0,6.0,40.0,46.0,0.38,49.0,1978-1980,2.0,D
Dennis Vaske,235.0,5.0,41.0,46.0,0.196,253.0,1990-1999,9.0,D
Tex White,203.0,33.0,12.0,45.0,0.222,141.0,1925-1931,6.0,F
Jack Carlson,236.0,30.0,15.0,45.0,0.191,417.0,1978-1987,6.0,LW
Guy Trottier,115.0,28.0,17.0,45.0,0.391,37.0,1968-1972,3.0,RW
Andrew Mangiapane,122.0,25.0,20.0,45.0,0.369,32.0,2017-2021,4.0,LW
Dan LaCouture,337.0,20.0,25.0,45.0,0.134,348.0,1998-2009,9.0,LW
Marko Dano,141.0,19.0,26.0,45.0,0.319,49.0,2014-2020,6.0,LW/C
Ben Guite,174.0,19.0,26.0,45.0,0.259,97.0,2005-2010,5.0,C
Adam Gaudette,120.0,17.0,28.0,45.0,0.375,55.0,2017-2021,4.0,C
Krzysztof Oliwa,410.0,17.0,28.0,45.0,0.11,1447.0,1996-2006,9.0,LW
Brian Perry,96.0,16.0,29.0,45.0,0.469,24.0,1968-1971,3.0,C
Chris Wideman,181.0,16.0,29.0,45.0,0.249,104.0,2015-2019,4.0,D
Joel Kwiatkowski,282.0,16.0,29.0,45.0,0.16,245.0,2000-2008,7.0,D
Wayne Rivers,108.0,15.0,30.0,45.0,0.41700000000000004,94.0,1961-1969,7.0,RW
Phil Di Giuseppe,170.0,15.0,30.0,45.0,0.265,60.0,2015-2021,6.0,LW/RW
Jared Cowen,249.0,15.0,31.0,45.0,0.18100000000000002,174.0,2009-2016,6.0,D
Craig Coxe,235.0,14.0,31.0,45.0,0.191,713.0,1984-1992,8.0,LW
Neil Belland,109.0,13.0,32.0,45.0,0.413,54.0,1981-1987,6.0,D
Don McFadyen,179.0,12.0,33.0,45.0,0.251,77.0,1932-1936,4.0,C
Barry Richter,151.0,11.0,34.0,45.0,0.298,76.0,1995-2001,5.0,D
John Mariucci,223.0,11.0,34.0,45.0,0.20199999999999999,308.0,1940-1948,5.0,D
Petteri Nummelin,139.0,9.0,36.0,45.0,0.324,34.0,2000-2008,3.0,D
Luc Dufour,167.0,23.0,21.0,44.0,0.263,199.0,1982-1985,3.0,C
Janne Ojanen,98.0,21.0,23.0,44.0,0.449,28.0,1988-1993,3.0,C
Gaetano Orlando,98.0,18.0,26.0,44.0,0.449,51.0,1984-1987,3.0,C
Mark Lawrence,142.0,18.0,26.0,44.0,0.31,115.0,1994-2001,6.0,RW
Pontus Aberg,132.0,17.0,27.0,44.0,0.33299999999999996,34.0,2015-2020,5.0,LW/RW
Linden Vey,138.0,14.0,30.0,44.0,0.319,24.0,2013-2017,4.0,C
Jean-Paul Leblanc,153.0,14.0,30.0,44.0,0.28800000000000003,87.0,1968-1979,5.0,C
Rudolph Kampman,189.0,14.0,30.0,44.0,0.233,287.0,1937-1942,5.0,D
Nikita Gusev,66.0,13.0,31.0,44.0,0.667,12.0,2019-2021,2.0,LW/RW
Michel Briere,76.0,12.0,32.0,44.0,0.579,20.0,1969-1970,1.0,C
Mathieu Biron,253.0,12.0,32.0,44.0,0.174,177.0,1999-2006,6.0,D
Joe Vitale,234.0,11.0,33.0,44.0,0.188,156.0,2010-2017,7.0,C/RW
Jaroslav Bednar,117.0,10.0,34.0,44.0,0.376,34.0,2001-2004,3.0,LW/RW
Jonathan Girard,150.0,10.0,34.0,44.0,0.293,46.0,1998-2004,6.0,D
Christian Folin,244.0,8.0,36.0,44.0,0.18,120.0,2013-2020,7.0,D
Sheldon Brookbank,351.0,7.0,37.0,44.0,0.125,473.0,2006-2014,8.0,D
Norm Barnes,156.0,6.0,38.0,44.0,0.282,178.0,1976-1982,5.0,D
Howard Riopelle,169.0,27.0,16.0,43.0,0.254,73.0,1947-1950,3.0,LW
Norm Larson,89.0,25.0,18.0,43.0,0.483,12.0,1940-1947,3.0,RW
Leo Bourgeault,307.0,23.0,20.0,43.0,0.14,334.0,1926-1935,8.0,D
Darin Kimble,311.0,23.0,20.0,43.0,0.138,1082.0,1988-1995,7.0,RW
Matt Johnson,473.0,23.0,20.0,43.0,0.091,1523.0,1994-2004,10.0,LW
Rob Klinkhammer,193.0,22.0,21.0,43.0,0.223,64.0,2010-2016,6.0,W/C
Zellio Toppazzini,123.0,21.0,22.0,43.0,0.35,49.0,1948-1957,5.0,RW
Adam Cracknell,210.0,21.0,22.0,43.0,0.205,46.0,2010-2019,9.0,W/C
Tom Wandell,229.0,20.0,23.0,43.0,0.188,52.0,2008-2013,5.0,C
Joakim Lindstrom,150.0,19.0,24.0,43.0,0.287,58.0,2005-2015,6.0,RW
Chris Herperger,169.0,18.0,25.0,43.0,0.254,75.0,1999-2003,4.0,C
Vyacheslav Butsayev,132.0,17.0,26.0,43.0,0.326,133.0,1992-2000,6.0,C
Tim Bergland,182.0,17.0,26.0,43.0,0.23600000000000002,75.0,1989-1994,5.0,RW
Jeff Daniels,425.0,17.0,26.0,43.0,0.10099999999999999,83.0,1990-2003,12.0,LW
Mike Moller,134.0,15.0,28.0,43.0,0.321,41.0,1980-1987,7.0,RW
Murray Brumwell,128.0,12.0,31.0,43.0,0.336,70.0,1980-1988,7.0,D
Blake Sloan,290.0,11.0,32.0,43.0,0.14800000000000002,162.0,1998-2004,6.0,D
Doug Berry,121.0,10.0,33.0,43.0,0.355,25.0,1979-1981,2.0,C
Roger Johansson,161.0,9.0,34.0,43.0,0.267,163.0,1989-1995,4.0,D
Ted McAneeley,158.0,8.0,35.0,43.0,0.272,141.0,1972-1975,3.0,D
Ryan Murphy,175.0,8.0,35.0,43.0,0.24600000000000002,54.0,2012-2019,7.0,D
Bart Crashley,140.0,7.0,36.0,43.0,0.307,50.0,1965-1976,6.0,D
Eric Gryba,289.0,7.0,36.0,43.0,0.149,368.0,2012-2019,7.0,D
Simon Despres,193.0,6.0,37.0,43.0,0.223,150.0,2011-2017,6.0,D
John Grisdale,250.0,4.0,39.0,43.0,0.172,346.0,1972-1979,6.0,D
Enver Lisin,135.0,24.0,18.0,42.0,0.311,64.0,2006-2010,4.0,RW
Jaroslav Svejkovsky,113.0,23.0,19.0,42.0,0.37200000000000005,56.0,1996-2000,4.0,RW
Tony Demers,83.0,20.0,22.0,42.0,0.506,23.0,1937-1944,6.0,RW
Reid Boucher,133.0,20.0,22.0,42.0,0.316,18.0,2013-2019,6.0,LW/RW
Krys Kolanos,149.0,20.0,22.0,42.0,0.282,94.0,2001-2012,6.0,C/W
Daniel Vincelette,193.0,20.0,22.0,42.0,0.218,351.0,1986-1992,6.0,LW
Jordan Schroeder,165.0,18.0,24.0,42.0,0.255,14.0,2012-2018,6.0,C/RW
Zac Rinaldo,370.0,18.0,24.0,42.0,0.114,753.0,2010-2020,9.0,LW/RW
Normand Leveille,75.0,17.0,25.0,42.0,0.56,49.0,1981-1983,2.0,LW
Jesperi Kotkaniemi,115.0,17.0,25.0,42.0,0.365,49.0,2018-2020,2.0,C
Chris Lindberg,116.0,17.0,25.0,42.0,0.36200000000000004,47.0,1991-1994,3.0,C
George Swarbrick,132.0,17.0,25.0,42.0,0.318,173.0,1967-1971,4.0,RW
Wilf Field,219.0,17.0,25.0,42.0,0.192,151.0,1936-1945,6.0,D
Brian Lavender,184.0,16.0,26.0,42.0,0.228,174.0,1971-1975,4.0,LW
Stan Drulia,126.0,15.0,27.0,42.0,0.33299999999999996,52.0,1992-2001,3.0,RW
Brett Howden,136.0,15.0,27.0,42.0,0.309,42.0,2018-2021,3.0,C
Ladislav Kohn,186.0,14.0,28.0,42.0,0.226,125.0,1995-2003,7.0,RW
Larry Leach,126.0,13.0,29.0,42.0,0.33299999999999996,91.0,1958-1962,3.0,C
Elwyn Morris,135.0,13.0,29.0,42.0,0.311,58.0,1943-1949,4.0,D
Peter Harrold,274.0,13.0,29.0,42.0,0.153,74.0,2006-2015,9.0,D/W
Robert Dirk,402.0,13.0,29.0,42.0,0.10400000000000001,772.0,1987-1996,9.0,D
Doug Lecuyer,126.0,11.0,31.0,42.0,0.33299999999999996,178.0,1978-1983,4.0,LW
Robert Hagg,202.0,11.0,31.0,42.0,0.20800000000000002,125.0,2016-2021,5.0,D
Eric Cairns,457.0,10.0,32.0,42.0,0.092,1182.0,1996-2008,11.0,D
Adam Fox,70.0,8.0,34.0,42.0,0.6,32.0,2019-2021,2.0,D
Nathan Paetsch,167.0,7.0,35.0,42.0,0.251,114.0,2005-2010,5.0,D
Donald Dufresne,268.0,6.0,36.0,42.0,0.157,258.0,1988-1997,9.0,D
Larry Hale,196.0,5.0,37.0,42.0,0.214,90.0,1968-1972,4.0,D
Tom Tilley,174.0,4.0,38.0,42.0,0.24100000000000002,89.0,1988-1994,4.0,D
Louie DeBrusk,401.0,24.0,17.0,41.0,0.102,1161.0,1991-2003,11.0,LW
Dan Bolduc,102.0,22.0,19.0,41.0,0.402,33.0,1978-1984,3.0,LW
Larry DePalma,148.0,21.0,20.0,41.0,0.27699999999999997,408.0,1985-1994,7.0,LW
Petteri Nokelainen,245.0,20.0,21.0,41.0,0.16699999999999998,103.0,2005-2012,5.0,C
Darcy Hordichuk,542.0,20.0,21.0,41.0,0.076,1140.0,2000-2013,12.0,LW
Fabian Brunnstrom,104.0,19.0,22.0,41.0,0.39399999999999996,22.0,2008-2012,3.0,LW/RW
John Flesch,124.0,18.0,23.0,41.0,0.331,117.0,1974-1980,4.0,LW/D
Dan Newman,126.0,17.0,24.0,41.0,0.325,63.0,1976-1980,4.0,LW
Tom Miller,118.0,16.0,25.0,41.0,0.34700000000000003,34.0,1970-1975,4.0,F
Philippe Bozon,144.0,16.0,25.0,41.0,0.285,101.0,1991-1995,4.0,RW
Ken Doraty,103.0,15.0,26.0,41.0,0.39799999999999996,24.0,1926-1938,5.0,RW
Mike Watt,157.0,15.0,26.0,41.0,0.261,41.0,1997-2003,5.0,C
Charles Hudon,125.0,14.0,27.0,41.0,0.32799999999999996,56.0,2015-2020,5.0,LW/RW
Zack Stortini,257.0,14.0,27.0,41.0,0.16,725.0,2006-2012,6.0,RW
Art Wiebe,414.0,14.0,27.0,41.0,0.099,201.0,1932-1944,11.0,D
Nick Suzuki,71.0,13.0,28.0,41.0,0.5770000000000001,6.0,2019-2021,2.0,C
MacKenzie Weegar,172.0,13.0,28.0,41.0,0.23800000000000002,133.0,2016-2020,4.0,D
Fred Hucul,164.0,11.0,30.0,41.0,0.25,113.0,1950-1968,5.0,D
Jeff Jillson,140.0,9.0,32.0,41.0,0.293,96.0,2001-2006,4.0,D
Travis Dermott,157.0,9.0,32.0,41.0,0.261,67.0,2017-2021,4.0,D
Michael Volcan,162.0,8.0,33.0,41.0,0.253,146.0,1980-1984,4.0,D
Rasmus Andersson,160.0,7.0,34.0,41.0,0.256,84.0,2016-2021,5.0,D
John Blum,250.0,7.0,34.0,41.0,0.16399999999999998,610.0,1982-1990,8.0,D
Allen Pedersen,428.0,5.0,36.0,41.0,0.096,487.0,1986-1994,8.0,D
Randy Holt,395.0,4.0,37.0,41.0,0.10400000000000001,1438.0,1974-1984,10.0,D
Jack McDonald,70.0,26.0,14.0,40.0,0.5710000000000001,30.0,1917-1922,5.0,LW
Frank Ingram,101.0,24.0,16.0,40.0,0.396,69.0,1929-1932,3.0,RW
Andrew Murray,221.0,24.0,16.0,40.0,0.18100000000000002,36.0,2007-2013,6.0,C/LW
Robert Heron,106.0,21.0,19.0,40.0,0.377,38.0,1938-1942,4.0,LW
John Brenneman,152.0,21.0,19.0,40.0,0.263,46.0,1964-1969,5.0,LW
Mike Zigomanis,197.0,21.0,19.0,40.0,0.203,89.0,2002-2011,7.0,C
Joe Simpson,228.0,21.0,19.0,40.0,0.175,156.0,1925-1931,6.0,D
Edmond Bouchard,211.0,19.0,21.0,40.0,0.19,117.0,1921-1929,8.0,LW
Pyotr Schastlivy,129.0,18.0,22.0,40.0,0.31,30.0,1999-2004,5.0,C
Paul Runge,140.0,18.0,22.0,40.0,0.28600000000000003,57.0,1930-1938,7.0,C
Jim Roberts,106.0,17.0,23.0,40.0,0.377,33.0,1976-1979,3.0,F
Ryan Bayda,179.0,16.0,24.0,40.0,0.223,94.0,2002-2009,5.0,LW/C
Gerry James,149.0,14.0,26.0,40.0,0.268,257.0,1954-1960,5.0,RW
Mark Greig,125.0,13.0,27.0,40.0,0.32,90.0,1990-2003,9.0,RW
Red Goupille,222.0,12.0,28.0,40.0,0.18,256.0,1935-1943,8.0,D
Clare Martin,237.0,12.0,28.0,40.0,0.16899999999999998,78.0,1941-1952,6.0,D
Brent Severyn,328.0,10.0,30.0,40.0,0.122,825.0,1989-1999,7.0,D
Steve Dykstra,217.0,8.0,32.0,40.0,0.184,545.0,1985-1990,5.0,D
Bob Halkidis,256.0,8.0,32.0,40.0,0.156,825.0,1984-1996,11.0,D
Brian Curran,381.0,7.0,33.0,40.0,0.105,1361.0,1983-1994,10.0,D
Johnny McKinnon,208.0,28.0,11.0,39.0,0.188,224.0,1925-1931,6.0,D
John LeBlanc,83.0,26.0,13.0,39.0,0.47,28.0,1986-1995,7.0,RW
William Carrier,203.0,21.0,18.0,39.0,0.192,108.0,2016-2021,5.0,LW
Steve Wojciechowski,54.0,19.0,20.0,39.0,0.722,17.0,1944-1947,2.0,RW
Ken Solheim,135.0,19.0,20.0,39.0,0.289,34.0,1980-1986,5.0,LW
Martin Frk,117.0,18.0,21.0,39.0,0.33299999999999996,22.0,2016-2021,5.0,RW
Casey Mittelstadt,114.0,17.0,22.0,39.0,0.342,14.0,2017-2020,3.0,C
Stu Grimson,729.0,17.0,22.0,39.0,0.053,2113.0,1988-2002,14.0,LW
Ken Kilrea,88.0,16.0,23.0,39.0,0.44299999999999995,8.0,1938-1944,5.0,LW
Mark Freer,124.0,16.0,23.0,39.0,0.315,61.0,1986-1994,7.0,C
